fy_id,fy_title,fy_type,fy_status,platform,xzq,sq,jd,wd,month_zj,jzmj,is_dt,zx_qk
BJ0001019,上地15.9㎡简装合租,合租,已租,自如,海淀区,上地,116.287085,39.921927,3133,15.9,是,简装
BJ0001020,白纸坊33.2㎡简装合租,合租,在租,58同城,西城区,白纸坊,116.345838,39.892486,2609,33.2,是,简装
BJ0001021,西罗园21.4㎡豪装合租,合租,在租,自如,丰台区,西罗园,116.269198,39.877949,2223,21.4,是,豪装
BJ0001022,安贞21.8㎡精装合租,合租,在租,链家,朝阳区,安贞,116.466013,39.906509,2299,21.8,是,精装
BJ0001023,王府井80.4㎡毛坯整租,整租,已租,安居客,东城区,王府井,116.422537,39.957391,7262,80.4,是,毛坯
BJ0001024,大红门28.2㎡简装合租,合租,在租,链家,丰台区,大红门,116.29749,39.844791,1548,28.2,否,简装
BJ0001025,土桥111.6㎡简装独栋,独栋,在租,自如,通州区,土桥,116.641804,39.904704,16085,111.6,是,简装
BJ0001026,北太平庄32.7㎡精装合租,合租,已租,链家,海淀区,北太平庄,116.285395,39.974257,2396,32.7,是,精装
BJ0001027,和平里15.1㎡精装合租,合租,在租,贝壳找房,东城区,和平里,116.450204,39.905323,2504,15.1,是,精装
BJ0001028,天坛20.2㎡毛坯合租,合租,在租,贝壳找房,东城区,天坛,116.43838,39.910051,2182,20.2,是,毛坯
BJ0001029,枣园23.8㎡豪装合租,合租,在租,链家,大兴区,枣园,116.325941,39.731863,2301,23.8,是,豪装
BJ0001030,天通苑73.7㎡精装整租,整租,在租,贝壳找房,昌平区,天通苑,116.207889,40.238034,6088,73.7,是,精装
BJ0001031,潘家园96.3㎡简装整租,整租,已租,链家,朝阳区,潘家园,116.438708,39.902917,9291,96.3,否,简装
BJ0001032,月坛15.1㎡精装合租,合租,在租,链家,西城区,月坛,116.345988,39.950954,3086,15.1,是,精装
BJ0001033,东直门60.0㎡精装整租,整租,已租,链家,东城区,东直门,116.401964,39.950519,7023,60.0,是,精装
BJ0001034,牡丹园80.9㎡毛坯整租,整租,待审核,安居客,海淀区,牡丹园,116.323385,39.974466,6571,80.9,否,毛坯
BJ0001035,北太平庄86.0㎡精装整租,整租,在租,链家,海淀区,北太平庄,116.317782,39.936485,7791,86.0,是,精装
BJ0001036,宋家庄128.3㎡豪装整租,整租,在租,贝壳找房,丰台区,宋家庄,116.278705,39.857409,7525,128.3,是,豪装
BJ0001037,北新桥8㎡简装合租,合租,已租,58同城,东城区,北新桥,116.439211,39.927861,3798,8,是,简装
BJ0001038,安贞38.0㎡简装整租,整租,待审核,链家,朝阳区,安贞,116.440976,39.933014,10623,38.0,是,简装
BJ0001039,十里堡76.4㎡简装整租,整租,已租,贝壳找房,朝阳区,十里堡,116.409342,39.932827,5111,76.4,是,简装
BJ0001040,亚运村12.2㎡毛坯合租,合租,已租,58同城,朝阳区,亚运村,116.429291,39.89304,2364,12.2,是,毛坯
BJ0001041,李桥26.0㎡精装合租,合租,在租,链家,顺义区,李桥,116.683879,40.102408,2237,26.0,否,精装
BJ0001042,房山城关19.3㎡精装合租,合租,已租,链家,房山区,房山城关,116.172944,39.787277,2118,19.3,是,精装
BJ0001043,安贞17.6㎡简装合租,合租,在租,贝壳找房,朝阳区,安贞,116.47541,39.916171,2597,17.6,是,简装
BJ0001044,西单8.2㎡精装合租,合租,在租,58同城,西城区,西单,116.333428,39.886008,4074,8.2,是,精装
BJ0001045,旧宫8㎡简装整租,整租,待审核,贝壳找房,大兴区,旧宫,116.33451,39.703626,3226,8,是,简装
BJ0001046,十里堡61.7㎡精装整租,整租,在租,安居客,朝阳区,十里堡,116.479159,39.947923,12341,61.7,是,精装
BJ0001047,和平里95.2㎡精装整租,整租,在租,安居客,东城区,和平里,116.43437,39.960286,6686,95.2,是,精装
BJ0001048,管庄66.8㎡精装整租,整租,已租,链家,朝阳区,管庄,116.456376,39.910736,10138,66.8,否,精装
BJ0001049,天通苑13.2㎡精装合租,合租,在租,链家,昌平区,天通苑,116.220405,40.254696,1885,13.2,否,精装
BJ0001050,望京21.3㎡精装合租,合租,在租,自如,朝阳区,望京,116.474606,39.883738,2914,21.3,是,精装
BJ0001051,安贞19.0㎡简装整租,整租,已租,自如,朝阳区,安贞,116.421316,39.914591,6856,19.0,否,简装
BJ0001052,劲松92.2㎡精装整租,整租,在租,58同城,朝阳区,劲松,116.441059,39.953231,8448,92.2,否,精装
BJ0001053,生物医药基地12.7㎡精装合租,合租,在租,安居客,大兴区,生物医药基地,116.346999,39.696867,2171,12.7,是,精装
BJ0001054,西三旗96.7㎡简装独栋,独栋,已租,58同城,海淀区,西三旗,116.31075,39.94559,25116,96.7,否,简装
BJ0001055,双井20.6㎡简装合租,合租,在租,安居客,朝阳区,双井,116.433482,39.892618,2989,20.6,否,简装
BJ0001056,角门9.9㎡精装合租,合租,在租,贝壳找房,丰台区,角门,116.259951,39.844303,2194,9.9,否,精装
BJ0001057,新街口42.4㎡简装整租,整租,已租,58同城,西城区,新街口,116.362255,39.893024,11720,42.4,是,简装
BJ0001058,枣园62.9㎡精装整租,整租,待审核,贝壳找房,大兴区,枣园,116.35436,39.740241,4205,62.9,否,精装
BJ0001059,亚运村49.2㎡精装整租,整租,待审核,58同城,朝阳区,亚运村,116.481507,39.947406,8133,49.2,否,精装
BJ0001060,平谷城区233.9㎡毛坯独栋,独栋,在租,链家,平谷区,平谷城区,117.113005,40.1759,7612,233.9,是,毛坯
BJ0001061,草桥35.3㎡简装整租,整租,在租,贝壳找房,丰台区,草桥,116.292031,39.860945,4842,35.3,是,简装
BJ0001062,天通苑8㎡简装整租,整租,待审核,自如,昌平区,天通苑,116.258659,40.240788,6138,8,是,简装
BJ0001063,牡丹园22.6㎡豪装合租,合租,在租,链家,海淀区,牡丹园,116.335761,39.9908,3822,22.6,是,豪装
BJ0001064,良乡18.0㎡豪装合租,合租,在租,链家,房山区,良乡,116.163714,39.724224,1936,18.0,否,豪装
BJ0001065,双井15.9㎡豪装合租,合租,待审核,链家,朝阳区,双井,116.43478,39.89647,2339,15.9,否,豪装
BJ0001066,劲松117.1㎡简装整租,整租,在租,58同城,朝阳区,劲松,116.414893,39.903038,7255,117.1,否,简装
BJ0001067,北太平庄31.1㎡精装合租,合租,在租,贝壳找房,海淀区,北太平庄,116.281906,39.929289,2930,31.1,是,精装
BJ0001068,鲁谷57.8㎡毛坯整租,整租,在租,58同城,石景山区,鲁谷,116.232852,39.899673,4903,57.8,是,毛坯
BJ0001069,高米店16.1㎡简装合租,合租,已租,贝壳找房,大兴区,高米店,116.370507,39.706103,1083,16.1,否,简装
BJ0001070,旧宫18.8㎡精装合租,合租,在租,链家,大兴区,旧宫,116.352521,39.713106,1091,18.8,否,精装
BJ0001071,角门20.8㎡简装整租,整租,待审核,安居客,丰台区,角门,116.294287,39.87175,4815,20.8,否,简装
BJ0001072,西单137.5㎡精装独栋,独栋,待审核,58同城,西城区,西单,116.373227,39.935488,42234,137.5,是,精装
BJ0001073,牛街19.1㎡简装合租,合租,已租,贝壳找房,西城区,牛街,116.383463,39.875189,2570,19.1,否,简装
BJ0001074,金融街16.7㎡精装合租,合租,已租,贝壳找房,西城区,金融街,116.343283,39.886459,3257,16.7,是,精装
BJ0001075,清河8㎡精装整租,整租,在租,贝壳找房,海淀区,清河,116.285524,39.997186,6322,8,否,精装
BJ0001076,高米店22.8㎡精装合租,合租,在租,安居客,大兴区,高米店,116.353163,39.746056,1810,22.8,是,精装
BJ0001077,天通苑11.8㎡简装合租,合租,在租,链家,昌平区,天通苑,116.216523,40.205167,1996,11.8,是,简装
BJ0001078,北太平庄120.6㎡精装独栋,独栋,已租,贝壳找房,海淀区,北太平庄,116.329662,39.979682,27710,120.6,否,精装
BJ0001079,西罗园8㎡精装合租,合租,在租,链家,丰台区,西罗园,116.29006,39.850338,2257,8,是,精装
BJ0001080,牛街10.9㎡精装合租,合租,在租,安居客,西城区,牛街,116.33429,39.948486,3965,10.9,是,精装
BJ0001081,潘家园74.9㎡简装整租,整租,在租,链家,朝阳区,潘家园,116.415901,39.960414,6856,74.9,否,简装
BJ0001082,中关村115.0㎡豪装整租,整租,在租,58同城,海淀区,中关村,116.326603,39.957962,7822,115.0,是,豪装
BJ0001083,宋家庄91.7㎡精装独栋,独栋,待审核,安居客,丰台区,宋家庄,116.306743,39.87504,29268,91.7,是,精装
BJ0001084,太阳宫27.4㎡精装合租,合租,已租,58同城,朝阳区,太阳宫,116.469696,39.937195,3513,27.4,否,精装
BJ0001085,丰台科技园8㎡简装合租,合租,在租,58同城,丰台区,丰台科技园,116.31158,39.866827,1794,8,否,简装
BJ0001086,大红门122.0㎡简装独栋,独栋,在租,链家,丰台区,大红门,116.294285,39.823673,20215,122.0,否,简装
BJ0001087,梨园16.7㎡豪装合租,合租,待审核,58同城,通州区,梨园,116.671661,39.874733,1917,16.7,否,豪装
BJ0001088,怀柔城区8.6㎡精装合租,合租,在租,贝壳找房,怀柔区,怀柔城区,116.644544,40.300886,1357,8.6,否,精装
BJ0001089,西红门91.7㎡毛坯独栋,独栋,在租,链家,大兴区,西红门,116.34825,39.755819,10105,91.7,是,毛坯
BJ0001090,常营12.6㎡豪装合租,合租,在租,链家,朝阳区,常营,116.465399,39.960167,3846,12.6,是,豪装
BJ0001091,马驹桥22.6㎡精装合租,合租,在租,链家,通州区,马驹桥,116.648096,39.902106,1932,22.6,否,精装
BJ0001092,双井21.2㎡简装合租,合租,在租,链家,朝阳区,双井,116.419549,39.909096,2233,21.2,是,简装
BJ0001093,刘家窑142.7㎡精装独栋,独栋,在租,链家,丰台区,刘家窑,116.254639,39.818638,22478,142.7,是,精装
BJ0001094,大红门107.1㎡豪装整租,整租,已租,安居客,丰台区,大红门,116.261543,39.83597,6998,107.1,否,豪装
BJ0001095,临河里8㎡精装合租,合租,在租,链家,通州区,临河里,116.631299,39.881408,2196,8,否,精装
BJ0001096,万寿路50.3㎡精装整租,整租,在租,链家,海淀区,万寿路,116.312643,39.966509,6461,50.3,是,精装
BJ0001097,临河里52.7㎡精装整租,整租,在租,58同城,通州区,临河里,116.648208,39.905335,6647,52.7,是,精装
BJ0001098,石门21.3㎡精装合租,合租,在租,安居客,顺义区,石门,116.679373,40.162973,1843,21.3,否,精装
BJ0001099,天坛55.6㎡毛坯整租,整租,在租,链家,东城区,天坛,116.436554,39.939956,6905,55.6,是,毛坯
BJ0001100,北太平庄261.1㎡毛坯独栋,独栋,待审核,安居客,海淀区,北太平庄,116.306773,39.943772,24337,261.1,是,毛坯
BJ0001101,知春路129.2㎡精装整租,整租,已租,贝壳找房,海淀区,知春路,116.317828,39.965002,8022,129.2,是,精装
BJ0001102,果园76.4㎡简装整租,整租,已租,贝壳找房,通州区,果园,116.676183,39.911419,6965,76.4,是,简装
BJ0001103,梨园8.5㎡精装合租,合租,在租,58同城,通州区,梨园,116.674223,39.909122,1554,8.5,是,精装
BJ0001104,顺义城26.7㎡毛坯合租,合租,在租,贝壳找房,顺义区,顺义城,116.693252,40.169167,1076,26.7,是,毛坯
BJ0001105,八角10.4㎡豪装合租,合租,在租,贝壳找房,石景山区,八角,116.237132,39.922414,2515,10.4,是,豪装
BJ0001106,天通苑8㎡精装合租,合租,在租,58同城,昌平区,天通苑,116.256538,40.219757,1736,8,否,精装
BJ0001107,清河22.9㎡简装合租,合租,在租,链家,海淀区,清河,116.26715,39.932014,3113,22.9,否,简装
BJ0001108,学院路100.6㎡毛坯整租,整租,在租,链家,海淀区,学院路,116.280776,39.964909,7286,100.6,否,毛坯
BJ0001109,崇文门16.1㎡精装合租,合租,在租,链家,东城区,崇文门,116.417458,39.891356,3736,16.1,是,精装
BJ0001110,枣园19.6㎡精装合租,合租,待审核,安居客,大兴区,枣园,116.34906,39.690084,1517,19.6,是,精装
BJ0001111,学院路76.9㎡精装整租,整租,在租,58同城,海淀区,学院路,116.331747,39.947309,5796,76.9,是,精装
BJ0001112,月坛22.1㎡精装合租,合租,在租,58同城,西城区,月坛,116.331551,39.891662,4712,22.1,是,精装
BJ0001113,青塔63.9㎡豪装整租,整租,在租,链家,丰台区,青塔,116.304639,39.876426,4948,63.9,是,豪装
BJ0001114,北七家62.5㎡豪装整租,整租,在租,58同城,昌平区,北七家,116.241463,40.225791,6441,62.5,否,豪装
BJ0001115,大红门13.5㎡豪装合租,合租,已租,链家,丰台区,大红门,116.319819,39.837514,2907,13.5,否,豪装
BJ0001116,学院路128.1㎡毛坯独栋,独栋,在租,自如,海淀区,学院路,116.308967,39.933248,22426,128.1,是,毛坯
BJ0001117,白纸坊22.0㎡精装整租,整租,在租,58同城,西城区,白纸坊,116.394135,39.950999,10462,22.0,是,精装
BJ0001118,清河93.9㎡精装整租,整租,在租,链家,海淀区,清河,116.289911,39.977165,5978,93.9,否,精装
BJ0001119,大红门72.6㎡精装整租,整租,已租,58同城,丰台区,大红门,116.290856,39.879618,7738,72.6,是,精装
BJ0001120,方庄20.2㎡豪装合租,合租,在租,58同城,丰台区,方庄,116.262953,39.845515,2192,20.2,否,豪装
BJ0001121,常营9.5㎡精装合租,合租,已租,58同城,朝阳区,常营,116.456859,39.902866,2510,9.5,是,精装
BJ0001122,安贞24.1㎡简装合租,合租,在租,贝壳找房,朝阳区,安贞,116.442435,39.929829,1832,24.1,是,简装
BJ0001123,后沙峪23.0㎡简装合租,合租,在租,贝壳找房,顺义区,后沙峪,116.641021,40.097396,1175,23.0,否,简装
BJ0001124,八角59.4㎡简装整租,整租,在租,链家,石景山区,八角,116.220707,39.921888,7235,59.4,是,简装
BJ0001125,草桥18.0㎡毛坯合租,合租,在租,链家,丰台区,草桥,116.291933,39.868795,2025,18.0,否,毛坯
BJ0001126,安贞77.3㎡简装整租,整租,在租,链家,朝阳区,安贞,116.433976,39.91135,8653,77.3,否,简装
BJ0001127,安贞23.0㎡精装合租,合租,待审核,贝壳找房,朝阳区,安贞,116.405089,39.920341,2557,23.0,是,精装
BJ0001128,安贞209.4㎡简装独栋,独栋,已租,贝壳找房,朝阳区,安贞,116.466777,39.934512,38003,209.4,是,简装
BJ0001129,安贞118.8㎡简装整租,整租,在租,链家,朝阳区,安贞,116.450726,39.960336,5277,118.8,是,简装
BJ0001130,九棵树58.9㎡毛坯整租,整租,在租,58同城,通州区,九棵树,116.653014,39.904136,4226,58.9,是,毛坯
BJ0001131,兴谷35.6㎡简装整租,整租,在租,链家,平谷区,兴谷,117.082054,40.146492,2496,35.6,是,简装
BJ0001132,果园街道24.0㎡简装合租,合租,待审核,58同城,密云区,果园街道,116.835576,40.36357,1078,24.0,是,简装
BJ0001133,北苑18.3㎡精装合租,合租,在租,链家,朝阳区,北苑,116.476567,39.949918,2511,18.3,是,精装
BJ0001134,国贸13.5㎡简装合租,合租,在租,安居客,朝阳区,国贸,116.404272,39.882076,2357,13.5,是,简装
BJ0001135,北七家79.3㎡豪装整租,整租,在租,链家,昌平区,北七家,116.244395,40.229705,6493,79.3,是,豪装
BJ0001136,管庄16.3㎡精装合租,合租,在租,贝壳找房,朝阳区,管庄,116.409853,39.906632,3960,16.3,是,精装
BJ0001137,临河里17.0㎡豪装合租,合租,已租,链家,通州区,临河里,116.685972,39.904901,2177,17.0,是,豪装
BJ0001138,太阳宫116.1㎡简装整租,整租,在租,58同城,朝阳区,太阳宫,116.429212,39.960358,8439,116.1,是,简装
BJ0001139,霍营19.1㎡精装合租,合租,在租,58同城,昌平区,霍营,116.210462,40.181259,1529,19.1,否,精装
BJ0001140,枣园19.8㎡简装合租,合租,待审核,链家,大兴区,枣园,116.307696,39.747955,1066,19.8,否,简装
BJ0001141,清河11.1㎡精装合租,合租,在租,58同城,海淀区,清河,116.306441,39.996044,2754,11.1,是,精装
BJ0001142,亦庄100.5㎡简装整租,整租,待审核,贝壳找房,大兴区,亦庄,116.348278,39.690216,5385,100.5,否,简装
BJ0001143,磁器口21.4㎡精装合租,合租,在租,贝壳找房,东城区,磁器口,116.412174,39.899867,4361,21.4,是,精装
BJ0001144,西红门22.0㎡精装合租,合租,在租,链家,大兴区,西红门,116.373729,39.698883,1729,22.0,是,精装
BJ0001145,太阳宫9.7㎡简装整租,整租,在租,贝壳找房,朝阳区,太阳宫,116.479916,39.924946,5520,9.7,否,简装
BJ0001146,大峪24.0㎡简装合租,合租,待审核,链家,门头沟区,大峪,116.138236,39.956882,1470,24.0,是,简装
BJ0001147,刘家窑57.0㎡精装整租,整租,在租,链家,丰台区,刘家窑,116.297437,39.873225,6957,57.0,否,精装
BJ0001148,平谷城区104.4㎡简装整租,整租,在租,自如,平谷区,平谷城区,117.082617,40.130201,3342,104.4,否,简装
BJ0001149,八角21.7㎡精装合租,合租,在租,贝壳找房,石景山区,八角,116.245644,39.91,2112,21.7,否,精装
BJ0001150,角门21.8㎡精装合租,合租,在租,安居客,丰台区,角门,116.312066,39.838428,2735,21.8,是,精装
BJ0001151,磁器口198.2㎡简装独栋,独栋,在租,链家,东城区,磁器口,116.424208,39.959773,27454,198.2,是,简装
BJ0001152,清河8㎡毛坯合租,合租,已租,58同城,海淀区,清河,116.258244,39.947794,2946,8,是,毛坯
BJ0001153,酒仙桥17.6㎡简装合租,合租,在租,链家,朝阳区,酒仙桥,116.455167,39.957618,3619,17.6,是,简装
BJ0001154,回龙观48.6㎡简装整租,整租,待审核,链家,昌平区,回龙观,116.215054,40.197039,4555,48.6,是,简装
BJ0001155,牛街16.5㎡精装合租,合租,待审核,链家,西城区,牛街,116.370421,39.919508,3159,16.5,是,精装
BJ0001156,太阳宫103.6㎡精装整租,整租,在租,安居客,朝阳区,太阳宫,116.429623,39.919168,5985,103.6,是,精装
BJ0001157,方庄16.4㎡简装合租,合租,在租,链家,丰台区,方庄,116.29849,39.844421,1833,16.4,否,简装
BJ0001158,三里屯8.6㎡精装合租,合租,在租,自如,朝阳区,三里屯,116.47871,39.899801,2588,8.6,否,精装
BJ0001159,西罗园18.9㎡精装合租,合租,在租,贝壳找房,丰台区,西罗园,116.280308,39.881678,2375,18.9,否,精装
BJ0001160,北苑21.4㎡精装合租,合租,已租,链家,朝阳区,北苑,116.448115,39.885199,2412,21.4,是,精装
BJ0001161,北新桥104.2㎡精装整租,整租,在租,贝壳找房,东城区,北新桥,116.407002,39.939246,8550,104.2,是,精装
BJ0001162,北太平庄19.4㎡毛坯合租,合租,待审核,贝壳找房,海淀区,北太平庄,116.258572,39.975446,1822,19.4,是,毛坯
BJ0001163,旧宫64.3㎡毛坯整租,整租,在租,安居客,大兴区,旧宫,116.322552,39.716744,5330,64.3,是,毛坯
BJ0001164,白纸坊81.5㎡精装整租,整租,已租,贝壳找房,西城区,白纸坊,116.387601,39.888367,13417,81.5,是,精装
BJ0001165,西三旗12.6㎡精装合租,合租,在租,贝壳找房,海淀区,西三旗,116.311937,39.990232,3802,12.6,是,精装
BJ0001166,三里屯12.5㎡精装合租,合租,在租,贝壳找房,朝阳区,三里屯,116.472329,39.897508,3937,12.5,是,精装
